Temp_min,Temp_max,DisO2_min,DisO2_max,pH_min,pH_max,Conductivity_min,Conductivity_max,N_min,N_max,Fecal_Col_min,Fecal_Col_max,Total_Coli_min,Total_Coli_max,BOD_avg,Type_RIVER,Type_LAKE ,Type_TANK ,Type_WETLAND ,Type_POND 
27.0,27.0,4.0,6.4,7.3,8.4,271.0,502.0,0.3,1.4,2.0,2.0,2.0,34.0,2.25,1,0,0,0,0
25.0,27.0,5.0,6.0,7.3,8.5,420.0,626.0,0.3,3.0,2.0,2.0,8.0,79.0,2.55,1,0,0,0,0
22.0,32.0,4.6,5.8,7.2,8.5,444.0,606.0,0.3,5.0,2.0,2.0,6.0,120.0,2.55,1,0,0,0,0
20.0,28.0,6.5,8.0,6.4,7.8,92.0,204.0,0.3,2.33,3.0,7.0,39.0,93.0,1.5,1,0,0,0,0
21.0,30.0,4.0,5.6,7.3,8.5,520.0,842.0,0.3,4.5,2.0,11.0,2.0,140.0,3.05,1,0,0,0,0
23.5,30.0,4.1,5.6,7.2,8.2,463.0,658.0,0.3,2.8,2.0,14.0,4.0,120.0,2.75,1,0,0,0,0
20.0,29.0,7.0,8.2,7.4,8.5,240.0,451.0,0.3,1.1,2.0,5400.0,20.0,16000.0,2.75,1,0,0,0,0
24.0,42.0,5.7,7.0,7.8,8.4,556.0,802.0,0.3,21.6,4.0,39.0,120.0,430.0,4.800000000000001,1,0,0,0,0
22.0,42.0,5.4,6.9,7.7,8.6,501.0,810.0,0.3,11.4,6.0,39.0,150.0,430.0,5.75,1,0,0,0,0
23.0,42.0,5.0,7.4,7.8,8.7,526.0,756.0,0.3,12.2,13.0,40.0,140.0,350.0,6.199999999999999,1,0,0,0,0
18.0,23.0,5.0,7.0,8.0,8.6,590.0,805.0,0.3,6.42,2.0,20.0,17.0,210.0,5.0,1,0,0,0,0
17.0,25.0,5.4,7.4,7.1,7.9,282.0,1310.0,0.3,2.8,4.0,6.0,38.0,63.0,3.05,1,0,0,0,0
17.0,25.0,5.9,7.2,7.1,8.0,196.0,540.0,0.3,0.4,4.0,6.0,38.0,63.0,3.0,1,0,0,0,0
17.0,26.0,5.1,6.7,7.1,8.2,210.0,842.0,0.3,2.4,4.0,48.0,39.0,79.0,3.6,1,0,0,0,0
17.0,27.0,5.2,6.5,7.1,7.9,189.0,782.0,0.3,2.5,4.0,12.0,39.0,110.0,3.6,1,0,0,0,0
17.0,27.0,5.0,6.6,7.2,7.9,191.0,794.0,0.3,2.49,4.0,14.0,48.0,120.0,3.2,1,0,0,0,0
16.3,28.5,7.0,8.2,7.2,7.9,226.0,425.0,0.3,0.3,2.0,6.0,8.0,48.0,1.4,1,0,0,0,0
17.0,29.1,7.4,8.1,7.3,8.3,242.0,422.0,0.3,0.8,2.0,10.0,17.0,46.0,1.4500000000000002,1,0,0,0,0
25.0,43.0,3.6,7.0,7.7,8.5,324.0,980.0,0.3,6.49,4.0,170.0,17.0,540.0,7.9,1,0,0,0,0
15.0,31.0,7.0,7.3,7.3,8.4,693.0,823.0,2.2,2.6,3.0,9.0,14.0,93.0,1.4,1,0,0,0,0
20.0,40.0,5.7,7.5,8.0,9.0,590.0,760.0,0.3,6.24,14.0,39.0,120.0,350.0,3.8,1,0,0,0,0
20.0,40.0,5.9,7.9,7.9,8.7,527.0,6700.0,0.3,6.77,2.0,32.0,110.0,210.0,3.4,1,0,0,0,0
22.0,43.0,5.8,7.8,7.8,8.7,585.0,790.0,0.3,5.2,10.0,38.0,94.0,220.0,3.4,1,0,0,0,0
23.0,43.0,5.0,7.5,7.8,8.9,530.0,844.0,0.3,7.6,10.0,39.0,110.0,350.0,3.9,1,0,0,0,0
16.9,29.0,6.3,7.7,7.3,8.4,230.0,408.0,0.3,0.7,2.0,14.0,17.0,120.0,2.0,1,0,0,0,0
17.7,29.1,7.0,8.7,7.1,8.1,234.0,718.0,0.3,0.4,2.0,4.0,10.0,49.0,1.4,1,0,0,0,0
23.0,23.0,6.9,6.9,8.4,8.4,351.0,351.0,0.3,0.3,6.0,6.0,58.0,58.0,2.9,1,0,0,0,0
17.0,28.0,5.7,7.1,7.0,8.7,570.0,850.0,0.3,9.0,14.0,47.0,140.0,430.0,4.55,1,0,0,0,0
23.0,43.0,5.8,7.8,7.7,8.8,546.0,819.0,0.3,7.9,6.0,39.0,110.0,350.0,3.4,1,0,0,0,0
24.0,42.0,5.7,7.4,8.0,8.8,510.0,756.0,0.3,5.5,7.0,39.0,110.0,350.0,3.8,1,0,0,0,0
25.0,26.0,6.0,6.6,8.0,8.3,615.0,832.0,0.3,20.0,11.0,39.0,41.0,280.0,4.0,1,0,0,0,0
23.0,43.0,4.7,7.2,7.9,8.6,610.0,884.0,0.3,7.52,12.0,39.0,140.0,350.0,6.7,1,0,0,0,0
16.0,22.0,5.9,7.0,7.8,8.7,565.0,872.0,0.3,4.89,11.0,39.0,120.0,350.0,4.1,1,0,0,0,0
22.0,43.0,5.0,7.5,7.9,8.4,560.0,961.0,0.3,7.0,11.0,31.0,140.0,210.0,6.2,1,0,0,0,0
24.0,42.0,5.8,7.8,7.6,8.7,510.0,795.0,0.3,12.42,11.0,39.0,110.0,280.0,5.5,1,0,0,0,0
16.0,22.0,5.5,7.6,7.8,8.6,483.0,790.0,0.3,7.0,12.0,33.0,110.0,220.0,4.4,1,0,0,0,0
16.0,22.0,5.3,7.2,7.8,8.7,549.0,896.0,0.3,7.7,2.0,39.0,140.0,350.0,5.25,1,0,0,0,0
29.0,33.0,3.1,10.1,7.8,8.3,345.0,1294.0,0.32,1.38,2.0,350.0,280.0,1600.0,4.25,1,0,0,0,0
22.0,27.0,6.1,7.5,7.9,8.8,596.0,973.0,0.3,8.5,7.0,39.0,120.0,430.0,3.85,1,0,0,0,0
16.0,28.0,3.7,6.6,7.2,8.6,615.0,987.0,0.3,34.7,2.0,39.0,140.0,430.0,6.0,1,0,0,0,0
23.0,27.0,5.2,7.8,8.0,8.7,602.0,865.0,0.3,11.0,12.0,32.0,110.0,430.0,4.5,1,0,0,0,0
23.0,27.0,5.1,7.4,8.0,8.7,503.0,980.0,0.3,10.8,13.0,39.0,120.0,280.0,4.800000000000001,1,0,0,0,0
18.0,35.0,7.0,7.7,7.1,8.3,613.0,965.0,2.2,2.9,3.0,7.0,14.0,64.0,4.5,1,0,0,0,0
22.0,31.0,6.4,7.6,7.9,8.5,340.0,1774.0,0.3,1.82,1899.368138671069,2903798.391160677,13358.120033112582,17504450.224937864,3.7,1,0,0,0,0
15.0,22.0,6.0,6.6,7.2,7.8,337.0,635.0,2.25,7.1,2.0,8.0,14.0,26.0,2.1,1,0,0,0,0
22.0,31.0,5.8,7.1,7.4,8.9,278.0,758.0,1.0,8.2,540.0,920.0,940.0,1600.0,1.9,1,0,0,0,0
23.0,32.0,6.1,7.2,7.2,8.9,280.0,760.0,1.0,7.61,920.0,940.0,1600.0,1600.0,1.9,1,0,0,0,0
28.0,29.0,6.3,7.5,7.5,8.8,328.0,1948.0,0.8,7.06,540.0,920.0,920.0,1600.0,1.9,1,0,0,0,0
28.0,29.0,6.4,7.5,7.6,8.8,322.0,2600.0,0.8,6.13,540.0,920.0,920.0,1600.0,1.85,1,0,0,0,0
26.0,30.0,7.0,7.6,7.9,8.4,271.0,1685.0,0.3,0.4,94.0,700.0,540.0,2800.0,2.8,1,0,0,0,0
27.0,30.0,7.0,8.0,8.0,8.5,436.0,1586.0,0.3,0.3,170.0,490.0,920.0,2800.0,2.5,1,0,0,0,0
26.0,26.0,7.0,7.0,8.4,8.4,1290.0,1290.0,0.3,0.3,170.0,170.0,920.0,920.0,2.5,1,0,0,0,0
21.0,30.0,4.2,6.4,7.0,8.2,512.0,1518.0,0.96,3.0,2.0,27.0,4.0,430.0,2.55,1,0,0,0,0
17.0,22.0,5.5,6.7,7.0,7.5,798.0,1125.0,6.1,12.13,2.0,9.0,26.0,41.0,2.7,1,0,0,0,0
20.0,29.0,4.4,6.0,7.6,8.4,497.0,1520.0,1.2,3.8,2.0,27.0,17.0,350.0,2.55,1,0,0,0,0
16.0,20.0,6.0,6.8,7.1,7.5,498.0,802.0,5.11,8.15,2.0,6.0,20.0,33.0,2.55,1,0,0,0,0
18.0,23.0,5.5,6.5,7.0,7.5,666.0,1029.0,4.12,12.13,6.0,10.0,31.0,47.0,2.7,1,0,0,0,0
21.0,30.0,5.2,6.4,7.2,7.9,310.0,1408.0,0.34,1.64,76.0,430.0,280.0,920.0,2.0,1,0,0,0,0
25.0,28.0,7.1,7.5,7.3,8.1,640.0,860.0,0.75,1.62,3.0,3.0,120.0,150.0,2.5,1,0,0,0,0
20.0,30.0,5.3,6.3,7.3,7.9,322.0,753.0,0.32,1.27,76.0,354.0,220.0,1600.0,1.85,1,0,0,0,0
26.0,26.0,7.2,7.2,7.2,7.2,561.0,561.0,0.3,1.06,3.0,3.0,120.0,120.0,2.4,1,0,0,0,0
22.0,24.0,7.1,7.4,7.3,8.1,566.0,850.0,0.96,1.6,3.0,3.0,93.0,150.0,2.2,1,0,0,0,0
25.0,26.0,7.0,7.3,7.3,8.1,605.0,847.0,0.9,1.26,3.0,3.0,75.0,150.0,2.4,1,0,0,0,0
23.0,28.0,4.2,6.8,7.3,7.9,11500.0,37500.0,1.06,1.86,2.0,3.0,64.0,120.0,2.6,1,0,0,0,0
24.0,27.0,7.0,7.3,7.5,8.5,382.0,816.0,0.67,1.46,3.0,3.0,64.0,120.0,2.2,1,0,0,0,0
22.0,24.0,7.1,7.4,7.2,8.2,609.0,794.0,1.12,1.58,3.0,3.0,75.0,150.0,2.6,1,0,0,0,0
23.0,23.0,5.5,5.5,7.4,7.4,534.0,534.0,1.49,1.49,8.0,8.0,95.0,95.0,5.6,1,0,0,0,0
25.0,36.0,5.8,7.2,6.9,8.2,134.0,848.0,0.3,5.0,4.0,6.0,12.0,40.0,1.7,1,0,0,0,0
21.5,30.5,5.5,6.9,7.5,8.3,83.0,326.0,0.3,1.29,2.0,6.0,4.0,80.0,3.9,1,0,0,0,0
26.0,34.0,6.2,7.2,6.9,8.2,134.0,875.0,0.3,5.0,6.0,7.0,17.0,39.0,1.6,1,0,0,0,0
25.0,30.0,4.3,7.1,7.5,8.2,99.0,814.0,0.3,4.8,5.0,8.0,13.0,40.0,2.2,1,0,0,0,0
21.0,30.0,5.2,6.4,7.7,8.3,446.0,588.0,0.6,8.08,10.0,30.0,70.0,1600.0,4.300000000000001,1,0,0,0,0
21.5,31.5,5.2,6.8,7.2,8.4,377.0,912.0,0.3,4.49,7.0,20.0,60.0,900.0,4.6,1,0,0,0,0
21.5,31.0,5.0,6.2,7.4,8.5,210.0,2086.0,0.3,5.08,9.0,25.0,55.0,900.0,4.9,1,0,0,0,0
25.0,38.0,5.9,7.1,6.8,8.2,128.0,380.0,0.3,3.6,4.0,6.0,14.0,39.0,1.85,1,0,0,0,0
25.0,34.0,5.8,7.3,6.8,8.2,88.0,766.0,0.3,3.71,6.0,8.0,12.0,40.0,1.9,1,0,0,0,0
24.0,36.0,5.9,7.4,7.0,7.8,87.0,244.0,0.3,4.0,4.0,7.0,13.0,38.0,1.6,1,0,0,0,0
24.0,37.0,5.6,7.3,6.9,7.8,128.0,381.0,0.3,3.63,6.0,8.0,14.0,32.0,2.0,1,0,0,0,0
21.0,28.0,4.5,5.9,7.0,8.4,146.0,598.0,0.3,4.9,20.0,225.0,425.0,1800.0,7.25,1,0,0,0,0
22.0,28.0,5.1,6.3,7.6,8.3,254.0,1924.0,0.7,8.22,17.0,45.0,140.0,1600.0,4.45,1,0,0,0,0
22.5,29.5,4.1,6.1,7.0,8.1,298.0,845.0,0.3,9.8,20.0,550.0,425.0,1800.0,8.75,1,0,0,0,0
23.0,29.0,4.7,6.4,7.2,8.4,372.0,852.0,1.12,8.4,8.0,30.0,70.0,1600.0,5.15,1,0,0,0,0
27.0,36.0,5.0,6.3,7.6,8.8,340.0,9745.0,0.5,4.57,8.0,35.0,35.0,1600.0,5.8,1,0,0,0,0
25.0,36.0,5.2,6.8,7.2,8.7,636.0,2106.0,0.8,4.37,6.0,40.0,20.0,1600.0,5.05,1,0,0,0,0
29.0,29.0,7.4,7.4,8.3,8.3,1420.0,1420.0,0.32,0.32,700.0,700.0,3500.0,3500.0,3.0,1,0,0,0,0
27.0,31.0,7.0,7.8,7.0,8.4,1010.0,1831.0,0.3,1.1,350.0,940.0,1600.0,4300.0,3.0,1,0,0,0,0
27.0,32.0,6.5,7.9,7.8,8.5,938.0,1610.0,0.3,2.1,140.0,1700.0,920.0,9200.0,2.9,1,0,0,0,0
25.0,33.0,6.8,7.4,7.5,8.4,548.0,1168.0,0.3,0.82,170.0,580.0,920.0,2800.0,2.5,1,0,0,0,0
28.0,31.0,6.8,7.9,8.0,8.5,920.0,1472.0,0.3,1.61,350.0,1400.0,1600.0,5400.0,2.5,1,0,0,0,0
22.0,29.5,5.1,6.0,7.3,8.5,362.0,1541.0,1.4,8.2,8.0,45.0,40.0,1600.0,5.35,1,0,0,0,0
23.0,29.5,4.5,28.0,7.5,8.5,538.0,998.0,0.4,9.9,6.0,20.0,35.0,425.0,4.95,1,0,0,0,0
27.0,27.0,5.2,5.2,8.4,8.4,1692.0,1692.0,4.48,4.48,1899.368138671069,2903798.391160677,110.0,110.0,5.8,1,0,0,0,0
22.0,28.0,4.2,6.2,7.5,8.3,460.0,1184.0,0.3,4.83,8.0,25.0,225.0,900.0,7.65,1,0,0,0,0
23.0,28.0,4.3,5.7,6.9,8.0,386.0,671.0,0.3,10.2,17.0,250.0,350.0,1600.0,9.4,1,0,0,0,0
23.0,29.0,4.0,5.6,6.9,8.0,312.0,665.0,0.5,9.24,25.0,350.0,550.0,1800.0,9.5,1,0,0,0,0
23.0,29.0,4.1,5.3,7.0,8.0,316.0,661.0,0.3,6.2,20.0,250.0,166.0,1800.0,9.9,1,0,0,0,0
23.0,28.0,5.2,6.8,7.2,8.3,130.0,442.0,0.3,1.32,2.0,12.0,4.0,350.0,4.9,1,0,0,0,0
23.0,29.0,4.0,5.9,7.1,8.1,227.0,626.0,0.3,5.6,12.0,225.0,275.0,1800.0,8.35,1,0,0,0,0
23.0,28.0,4.3,5.3,7.1,8.0,310.0,642.0,0.4,9.0,10.0,275.0,120.0,1800.0,9.8,1,0,0,0,0
22.0,26.0,4.8,6.3,7.9,8.1,395.0,618.0,0.3,3.92,12.0,12.0,150.0,150.0,6.25,1,0,0,0,0
22.0,30.0,5.6,6.8,7.2,8.4,163.0,489.0,0.3,2.65,5.0,170.0,20.0,350.0,3.5,1,0,0,0,0
19.0,29.0,4.9,6.5,7.2,8.4,73.0,359.0,0.3,3.8,5.0,14.0,25.0,350.0,4.1,1,0,0,0,0
21.5,30.0,5.3,6.1,7.0,8.2,157.0,516.0,0.4,4.04,5.0,14.0,55.0,900.0,4.6,1,0,0,0,0
21.0,31.5,5.1,6.7,7.3,8.4,211.0,789.0,0.3,3.08,7.0,25.0,95.0,900.0,5.1,1,0,0,0,0
23.0,29.0,4.4,5.7,7.1,8.2,273.0,623.0,0.6,8.0,7.0,85.0,30.0,1800.0,9.25,1,0,0,0,0
23.0,29.0,4.3,5.6,7.2,8.1,263.0,3235.0,0.3,8.3,5.0,120.0,35.0,1800.0,10.35,1,0,0,0,0
23.0,29.0,4.7,6.2,6.9,8.1,266.0,596.0,0.6,6.55,4.0,70.0,25.0,1600.0,6.95,1,0,0,0,0
22.0,29.0,5.2,7.9,7.3,8.6,190.0,720.0,0.6,6.7,540.0,920.0,920.0,1600.0,1.75,1,0,0,0,0
17.0,24.0,5.0,7.1,7.6,8.7,398.0,1550.0,0.3,7.4,540.0,920.0,920.0,1600.0,1.95,1,0,0,0,0
19.0,32.0,5.5,9.7,6.9,8.7,190.0,448.0,0.32,12.3,540.0,920.0,1600.0,1600.0,1.95,1,0,0,0,0
22.0,29.0,6.1,8.6,6.6,8.7,210.0,388.0,0.3,14.2,540.0,920.0,920.0,1600.0,1.55,1,0,0,0,0
18.0,20.0,5.1,8.1,7.8,9.0,320.0,1648.0,0.3,9.0,540.0,920.0,920.0,1600.0,1.95,1,0,0,0,0
18.0,19.0,4.8,7.9,7.4,8.7,324.0,1640.0,0.3,8.2,540.0,920.0,920.0,1600.0,1.95,1,0,0,0,0
26.0,30.0,7.0,7.5,7.6,8.7,244.0,1291.0,0.3,0.4,170.0,700.0,920.0,3500.0,2.5,1,0,0,0,0
25.0,27.0,6.6,7.4,7.8,8.2,198.0,500.0,0.3,0.8,1899.368138671069,2903798.391160677,13358.120033112582,17504450.224937864,2.55,1,0,0,0,0
26.0,28.0,5.1,6.4,7.6,8.2,260.0,680.0,0.3,1.2,1899.368138671069,2903798.391160677,13358.120033112582,17504450.224937864,4.2,1,0,0,0,0
26.0,29.0,5.5,6.5,7.3,8.3,180.0,580.0,0.3,0.52,1899.368138671069,2903798.391160677,13358.120033112582,17504450.224937864,3.1,1,0,0,0,0
26.0,32.0,7.0,7.6,7.6,8.4,328.0,1795.0,0.3,0.89,280.0,840.0,1600.0,3500.0,2.5,1,0,0,0,0
26.0,28.0,6.5,7.3,7.6,8.3,220.0,530.0,0.3,0.6,1899.368138671069,2903798.391160677,13358.120033112582,17504450.224937864,2.75,1,0,0,0,0
26.0,28.0,6.2,7.2,7.4,8.3,250.0,510.0,0.3,0.4,1899.368138671069,2903798.391160677,13358.120033112582,17504450.224937864,2.6,1,0,0,0,0
20.003033750474025,28.2901023890785,7.0,7.0,8.4,8.4,1563.0,1563.0,0.7,0.7,280.0,280.0,1600.0,1600.0,3.6,1,0,0,0,0
25.0,27.0,5.2,7.3,7.1,8.3,220.0,572.0,0.3,1.3,1899.368138671069,2903798.391160677,13358.120033112582,17504450.224937864,3.75,1,0,0,0,0
26.0,30.0,7.2,7.8,7.8,8.4,232.0,708.0,0.3,0.3,94.0,630.0,540.0,2800.0,2.5,1,0,0,0,0
25.0,27.0,6.8,7.5,7.6,8.3,164.0,495.0,0.3,0.8,1899.368138671069,2903798.391160677,13358.120033112582,17504450.224937864,2.5,1,0,0,0,0
26.0,28.0,6.8,7.4,7.4,8.2,168.0,490.0,0.3,0.3,1899.368138671069,2903798.391160677,13358.120033112582,17504450.224937864,3.4,1,0,0,0,0
26.0,29.0,6.4,7.4,7.7,8.3,220.0,540.0,0.3,0.43,1899.368138671069,2903798.391160677,13358.120033112582,17504450.224937864,2.6,1,0,0,0,0
22.0,29.0,4.1,6.2,6.8,7.8,373.0,2306.0,0.37,7.86,170.0,452.0,420.0,1600.0,2.15,1,0,0,0,0
22.0,28.0,4.2,6.1,6.8,7.7,363.0,1965.0,0.62,4.07,112.0,510.0,491.0,1600.0,2.15,1,0,0,0,0
21.0,27.0,5.0,6.4,7.3,7.9,362.0,2091.0,0.37,20.4,122.0,430.0,408.0,1300.0,2.1,1,0,0,0,0
21.0,26.0,4.8,6.4,7.0,7.8,253.0,1353.0,0.32,2.07,110.0,454.0,350.0,1414.0,2.15,1,0,0,0,0
25.0,30.0,4.8,7.6,6.9,7.8,90.0,460.0,0.3,1.3,1899.368138671069,2903798.391160677,13358.120033112582,17504450.224937864,4.15,1,0,0,0,0
27.0,30.0,5.3,8.8,7.6,8.2,157.0,220.0,0.3,0.82,1899.368138671069,2903798.391160677,13358.120033112582,17504450.224937864,3.0,1,0,0,0,0
20.0,30.0,6.4,7.5,6.6,7.0,56.0,120.0,0.3,0.3,14.0,46.0,120.0,280.0,1.4,1,0,0,0,0
27.0,30.0,4.2,7.0,7.1,8.1,150.0,350.0,0.3,1.12,1899.368138671069,2903798.391160677,13358.120033112582,17504450.224937864,4.9,1,0,0,0,0
27.0,29.0,5.0,7.8,7.2,8.3,161.0,320.0,0.3,1.02,1899.368138671069,2903798.391160677,13358.120033112582,17504450.224937864,2.8,1,0,0,0,0
27.0,30.0,5.1,7.6,7.2,8.2,130.0,310.0,0.3,1.04,1899.368138671069,2903798.391160677,13358.120033112582,17504450.224937864,2.3,1,0,0,0,0
20.0,29.0,6.5,7.6,6.6,6.9,52.0,114.0,0.3,0.3,14.0,40.0,110.0,280.0,1.3,1,0,0,0,0
20.0,31.0,5.2,6.2,7.4,8.5,384.0,487.0,0.3,1.2,2.0,4.0,9.0,110.0,2.1500000000000004,1,0,0,0,0
22.0,30.0,0.3,2.1,7.2,7.7,946.0,1580.0,3.2,14.0,32.0,240.0,280.0,920.0,8.0,1,0,0,0,0
24.0,30.0,0.3,0.3,7.3,8.2,947.0,1702.0,2.56,18.0,31.0,240.0,430.0,1600.0,10.5,1,0,0,0,0
17.0,22.0,5.4,6.4,7.1,7.4,989.0,1704.0,7.13,10.13,2.0,7.0,43.0,84.0,4.3,1,0,0,0,0
26.0,27.0,6.9,7.6,7.0,8.3,708.0,1020.0,1.13,1.64,3.0,3.0,120.0,150.0,2.6,1,0,0,0,0
26.0,27.0,7.1,7.6,7.2,8.2,702.0,1034.0,0.3,1.71,3.0,3.0,120.0,150.0,2.6,1,0,0,0,0
27.0,32.0,6.8,8.3,7.8,8.4,425.0,764.0,0.3,1.5,350.0,2200.0,1600.0,9200.0,2.55,1,0,0,0,0
28.0,32.0,6.8,7.9,7.1,8.4,455.0,740.0,0.3,1.1,170.0,790.0,920.0,3500.0,2.5,1,0,0,0,0
18.0,24.0,1.3,2.8,6.4,7.5,1124.0,2014.0,9.18,24.23,13.0,26.0,70.0,150.0,8.0,1,0,0,0,0
20.0,28.0,5.1,6.2,7.3,8.0,824.0,1470.0,1.06,2.39,150.0,430.0,430.0,1600.0,2.25,1,0,0,0,0
25.0,36.0,4.6,6.1,7.4,8.4,434.0,23680.0,0.5,5.14,9.0,20.0,110.0,900.0,6.4,1,0,0,0,0
21.0,35.0,5.2,6.5,7.2,8.4,92.0,701.0,0.3,2.58,7.0,35.0,95.0,1600.0,4.4,1,0,0,0,0
27.0,36.0,4.5,6.2,7.5,8.8,428.0,9774.0,0.6,5.3,8.0,200.0,35.0,1800.0,7.15,1,0,0,0,0
27.0,36.0,4.2,5.8,7.7,8.8,484.0,1782.0,0.7,4.41,17.0,225.0,85.0,1800.0,8.85,1,0,0,0,0
23.0,29.0,4.7,6.0,7.2,8.3,312.0,1552.0,1.3,8.5,10.0,85.0,140.0,1800.0,7.5,1,0,0,0,0
24.0,38.0,4.2,6.2,7.7,8.4,202.0,2422.0,0.5,5.55,6.0,25.0,95.0,1800.0,5.7,1,0,0,0,0
23.0,29.0,5.1,6.5,7.3,8.5,162.0,1092.0,0.3,5.1,8.0,75.0,110.0,1600.0,5.15,1,0,0,0,0
21.5,38.0,5.2,6.2,7.6,8.5,115.0,386.0,0.3,2.18,6.0,20.0,20.0,1600.0,5.45,1,0,0,0,0
22.0,29.5,5.1,6.5,7.5,8.4,143.0,1078.0,0.3,5.6,25.0,55.0,350.0,1600.0,4.35,1,0,0,0,0
24.0,28.0,4.2,6.2,6.9,8.0,352.0,528.0,0.3,3.67,25.0,195.0,500.0,1800.0,9.75,1,0,0,0,0
24.0,28.0,4.1,5.2,6.8,7.9,360.0,498.0,0.3,4.0,35.0,550.0,550.0,1800.0,11.75,1,0,0,0,0
24.0,28.0,4.1,5.0,6.8,7.9,188.0,547.0,0.3,5.5,45.0,425.0,900.0,1800.0,12.45,1,0,0,0,0
23.0,28.0,5.2,6.6,7.1,8.3,104.0,966.0,0.3,4.7,2.0,8.0,4.0,70.0,4.95,1,0,0,0,0
24.5,29.5,4.2,6.2,6.9,8.2,268.0,1390.0,0.3,8.4,9.0,425.0,110.0,1800.0,7.75,1,0,0,0,0
24.5,29.5,4.1,5.7,7.0,8.1,284.0,989.0,0.4,7.0,20.0,275.0,425.0,1800.0,10.25,1,0,0,0,0
22.5,29.0,4.1,6.3,6.9,8.1,302.0,6296.0,0.3,22.3,35.0,425.0,170.0,1800.0,8.75,1,0,0,0,0
22.0,30.0,4.9,6.1,7.2,8.3,253.0,617.0,0.5,9.0,6.0,35.0,200.0,1800.0,7.5,1,0,0,0,0
22.0,28.0,4.5,6.0,7.4,7.9,262.0,2053.0,0.3,1.24,69.0,408.0,205.0,1046.0,2.0,1,0,0,0,0
21.0,30.0,5.0,6.4,7.2,7.8,561.0,1221.0,0.39,1.66,120.0,306.0,350.0,921.0,1.7999999999999998,1,0,0,0,0
18.0,23.0,6.9,7.4,7.7,8.7,662.0,874.0,0.56,1.46,3.0,3.0,120.0,150.0,2.6,1,0,0,0,0
22.0,29.0,4.9,6.3,7.1,7.9,590.0,1364.0,0.47,2.16,109.0,395.0,350.0,866.0,2.0,1,0,0,0,0
20.0,28.0,4.8,6.4,6.7,7.9,490.0,1436.0,0.61,2.98,240.0,920.0,540.0,1600.0,2.25,1,0,0,0,0
17.0,25.0,6.8,7.5,6.9,8.2,42.0,142.0,0.3,1.0,210.0,49.0,21.0,280.0,1.25,1,0,0,0,0
16.0,30.0,6.4,7.1,6.9,8.3,49.0,150.0,0.3,6.28,220.0,70.0,21.0,540.0,1.6,1,0,0,0,0
20.0,26.0,6.4,7.0,7.7,8.4,115.0,298.0,0.81,2.4,940.0,340.0,170.0,1400.0,1.75,1,0,0,0,0
22.0,28.0,5.8,6.8,7.8,8.5,126.0,440.0,0.96,3.6,1300.0,490.0,140.0,2400.0,2.5,1,0,0,0,0
20.0,26.0,6.3,7.0,7.2,8.5,119.0,305.0,0.3,3.2,1100.0,390.0,200.0,1400.0,1.85,1,0,0,0,0
20.0,28.0,6.5,6.9,7.7,8.3,155.0,405.0,0.7,2.8,1100.0,340.0,210.0,1400.0,1.95,1,0,0,0,0
20.0,26.0,6.0,6.8,7.8,8.7,167.0,387.0,0.7,2.3,940.0,320.0,130.0,1400.0,2.0,1,0,0,0,0
22.0,26.0,6.0,6.8,7.8,8.5,136.0,329.0,0.88,3.0,1100.0,270.0,170.0,1300.0,2.25,1,0,0,0,0
20.0,26.0,6.5,7.2,7.8,8.2,113.0,279.0,0.3,2.1,630.0,260.0,92.0,840.0,1.35,1,0,0,0,0
22.0,28.0,6.2,7.0,7.7,8.4,124.0,327.0,0.72,3.0,940.0,380.0,110.0,1700.0,1.9,1,0,0,0,0
21.0,28.0,6.1,7.0,7.8,8.6,125.0,329.0,0.88,2.8,1100.0,380.0,140.0,1500.0,2.0,1,0,0,0,0
21.0,26.0,6.0,6.8,7.4,8.6,97.0,475.0,0.5,3.0,630.0,260.0,93.0,1300.0,1.9,1,0,0,0,0
21.0,26.0,6.5,7.2,7.6,8.6,91.0,471.0,0.3,1.8,580.0,110.0,83.0,940.0,1.4,1,0,0,0,0
16.0,30.0,6.5,7.2,7.2,8.3,60.0,745.0,0.3,6.5,240.0,46.0,22.0,430.0,1.6,1,0,0,0,0
16.0,27.0,6.9,7.4,6.7,8.3,41.0,117.0,0.3,0.88,210.0,38.0,17.0,280.0,1.25,1,0,0,0,0
20.0,27.0,6.5,7.3,7.8,8.4,138.0,326.0,0.68,2.0,630.0,170.0,31.0,840.0,1.25,1,0,0,0,0
20.0,28.0,6.0,6.9,7.6,8.5,139.0,406.0,0.8,3.8,700.0,340.0,81.0,1500.0,1.9,1,0,0,0,0
19.0,27.0,6.2,6.9,7.7,8.3,165.0,408.0,0.61,3.0,1100.0,400.0,170.0,1700.0,2.0,1,0,0,0,0
20.0,28.0,6.0,6.9,7.3,8.4,134.0,405.0,0.9,3.1,630.0,260.0,61.0,1200.0,2.0,1,0,0,0,0
25.0,25.0,4.8,7.1,7.2,8.0,198.0,648.0,0.3,2.4,1600.0,14000.0,150.0,92000.0,4.0,1,0,0,0,0
20.0,26.0,6.0,6.9,7.9,8.5,148.0,453.0,0.7,3.4,840.0,220.0,110.0,1300.0,1.75,1,0,0,0,0
18.0,27.0,6.9,7.3,7.3,8.2,101.0,179.0,0.3,1.0,350.0,170.0,36.0,700.0,1.15,1,0,0,0,0
